In budding yeast, the protein Skp1p, the cullin - family member Cdc53p, and the F - box / WD - repeat protein Cdc4p form the SCFCdc4p ubiquitin ligase complex, which targets the cyclin - dependent kinase ( Cdk) inhibitor Sic1p for proteolysis [ 3] [ 4] [ 5] [ 6] [ 7] [ 8].	"Skp1p	30	35	Gene/Protein"	"cullin - family member	41	63	Gene/Protein"	"Cdc53p	64	70	Gene/Protein"	"Cdc4p	110	115	Gene/Protein"	"SCFCdc4p	125	133	Gene/Protein"	"ubiquitin ligase	134	150	Gene/Protein"	"cyclin - dependent kinase	178	203	Gene/Protein"	"Cdk	206	209	Gene/Protein"	"Sic1p	221	226	Gene/Protein"	"[{""token"": ""Skp1p"", ""start_span"": 30, ""end_span"": 35, ""type"": ""Gene/Protein""}, {""token"": ""cullin - family member"", ""start_span"": 41, ""end_span"": 63, ""type"": ""Gene/Protein""}, {""token"": ""Cdc53p"", ""start_span"": 64, ""end_span"": 70, ""type"": ""Gene/Protein""}, {""token"": ""Cdc4p"", ""start_span"": 110, ""end_span"": 115, ""type"": ""Gene/Protein""}, {""token"": ""SCFCdc4p"", ""start_span"": 125, ""end_span"": 133, ""type"": ""Gene/Protein""}, {""token"": ""ubiquitin ligase"", ""start_span"": 134, ""end_span"": 150, ""type"": ""Gene/Protein""}, {""token"": ""cyclin - dependent kinase"", ""start_span"": 178, ""end_span"": 203, ""type"": ""Gene/Protein""}, {""token"": ""Cdk"", ""start_span"": 206, ""end_span"": 209, ""type"": ""Gene/Protein""}, {""token"": ""Sic1p"", ""start_span"": 221, ""end_span"": 226, ""type"": ""Gene/Protein""}]"
Surprisingly, double mutants of the shy2 - 1D mutant with the phytochrome - deficient mutants hy2, hy3 ( phyB - 1) and fre1 - 1 ( phyA - 201) showed reduced photomorphogenic response in darkness with a longer hypocotyl, a longer inflorescence stem, and a lower level expression of the CAB gene than the shy2 - 1D single mutant.	"shy2 - 1D mutant	36	52	Gene/Protein"	"phytochrome	62	73	Gene/Protein"	"hy2	94	97	Gene/Protein"	"hy3	99	102	Gene/Protein"	"phyB - 1	105	113	Gene/Protein"	"fre1 - 1	119	127	Gene/Protein"	"phyA - 201	130	140	Gene/Protein"	"CAB gene	285	293	Gene/Protein"	"shy2 - 1D single mutant	303	326	Gene/Protein"	"[{""token"": ""shy2 - 1D mutant"", ""start_span"": 36, ""end_span"": 52, ""type"": ""Gene/Protein""}, {""token"": ""phytochrome"", ""start_span"": 62, ""end_span"": 73, ""type"": ""Gene/Protein""}, {""token"": ""hy2"", ""start_span"": 94, ""end_span"": 97, ""type"": ""Gene/Protein""}, {""token"": ""hy3"", ""start_span"": 99, ""end_span"": 102, ""type"": ""Gene/Protein""}, {""token"": ""phyB - 1"", ""start_span"": 105, ""end_span"": 113, ""type"": ""Gene/Protein""}, {""token"": ""fre1 - 1"", ""start_span"": 119, ""end_span"": 127, ""type"": ""Gene/Protein""}, {""token"": ""phyA - 201"", ""start_span"": 130, ""end_span"": 140, ""type"": ""Gene/Protein""}, {""token"": ""CAB gene"", ""start_span"": 285, ""end_span"": 293, ""type"": ""Gene/Protein""}, {""token"": ""shy2 - 1D single mutant"", ""start_span"": 303, ""end_span"": 326, ""type"": ""Gene/Protein""}]"
To further define the structural requirements for ZAP - 70 interaction with the TCR, we developed a binding assay using immobilized glutathione S - transferase fusion proteins containing the NH2 - and / or COOH - terminal SH2 domains of ZAP - 70, and soluble synthetic peptides with the sequence of the cytoplasmic region of the TCR zeta chain ( TCR zeta cyt) or individual TCR zeta and CD3 epsilon TAM motifs.	"ZAP - 70	50	58	Gene/Protein"	"TCR	80	83	Gene/Protein"	"glutathione S - transferase fusion proteins	132	175	Gene/Protein"	"COOH - terminal SH2 domains	206	233	Gene/Protein"	"ZAP - 70	237	245	Gene/Protein"	"TCR zeta chain	329	343	Gene/Protein"	"TCR zeta cyt	346	358	Gene/Protein"	"TCR zeta	374	382	Gene/Protein"	"CD3 epsilon TAM motifs	387	409	Gene/Protein"	"[{""token"": ""ZAP - 70"", ""start_span"": 50, ""end_span"": 58, ""type"": ""Gene/Protein""}, {""token"": ""TCR"", ""start_span"": 80, ""end_span"": 83, ""type"": ""Gene/Protein""}, {""token"": ""glutathione S - transferase fusion proteins"", ""start_span"": 132, ""end_span"": 175, ""type"": ""Gene/Protein""}, {""token"": ""COOH - terminal SH2 domains"", ""start_span"": 206, ""end_span"": 233, ""type"": ""Gene/Protein""}, {""token"": ""ZAP - 70"", ""start_span"": 237, ""end_span"": 245, ""type"": ""Gene/Protein""}, {""token"": ""TCR zeta chain"", ""start_span"": 329, ""end_span"": 343, ""type"": ""Gene/Protein""}, {""token"": ""TCR zeta cyt"", ""start_span"": 346, ""end_span"": 358, ""type"": ""Gene/Protein""}, {""token"": ""TCR zeta"", ""start_span"": 374, ""end_span"": 382, ""type"": ""Gene/Protein""}, {""token"": ""CD3 epsilon TAM motifs"", ""start_span"": 387, ""end_span"": 409, ""type"": ""Gene/Protein""}]"
In HeLa cells, the JNKK2 - JNK1 fusion protein showed significant JNK activity, which was comparable with that of JNK1 activated by many stimuli and activators, including EGF, TNF - alpha, anisomycin, UV irradiation, MEKK1, and small GTP binding proteins Rac1 and Cdc42Hs.	"JNKK2	19	24	Gene/Protein"	"JNK1	27	31	Gene/Protein"	"JNK	66	69	Gene/Protein"	"JNK1	114	118	Gene/Protein"	"EGF	171	174	Gene/Protein"	"TNF - alpha	176	187	Gene/Protein"	"MEKK1	217	222	Gene/Protein"	"small GTP binding proteins Rac1	228	259	Gene/Protein"	"Cdc42Hs	264	271	Gene/Protein"	"[{""token"": ""JNKK2"", ""start_span"": 19, ""end_span"": 24, ""type"": ""Gene/Protein""}, {""token"": ""JNK1"", ""start_span"": 27, ""end_span"": 31, ""type"": ""Gene/Protein""}, {""token"": ""JNK"", ""start_span"": 66, ""end_span"": 69, ""type"": ""Gene/Protein""}, {""token"": ""JNK1"", ""start_span"": 114, ""end_span"": 118, ""type"": ""Gene/Protein""}, {""token"": ""EGF"", ""start_span"": 171, ""end_span"": 174, ""type"": ""Gene/Protein""}, {""token"": ""TNF - alpha"", ""start_span"": 176, ""end_span"": 187, ""type"": ""Gene/Protein""}, {""token"": ""MEKK1"", ""start_span"": 217, ""end_span"": 222, ""type"": ""Gene/Protein""}, {""token"": ""small GTP binding proteins Rac1"", ""start_span"": 228, ""end_span"": 259, ""type"": ""Gene/Protein""}, {""token"": ""Cdc42Hs"", ""start_span"": 264, ""end_span"": 271, ""type"": ""Gene/Protein""}]"
The structural similarity between Vav and other guanine nucleotide exchange factors for small GTP - binding proteins, together with the recent identification of biochemical routes specific for members of the Ras and Rho family of GTPases, prompted us to explore whether MAPK or JNK are downstream components of the Vav signaling pathways.	"Vav	34	37	Gene/Protein"	"guanine nucleotide exchange factors	48	83	Gene/Protein"	"small GTP - binding proteins	88	116	Gene/Protein"	"Ras	208	211	Gene/Protein"	"Rho family	216	226	Gene/Protein"	"GTPases	230	237	Gene/Protein"	"MAPK	270	274	Gene/Protein"	"JNK	278	281	Gene/Protein"	"Vav	315	318	Gene/Protein"	"[{""token"": ""Vav"", ""start_span"": 34, ""end_span"": 37, ""type"": ""Gene/Protein""}, {""token"": ""guanine nucleotide exchange factors"", ""start_span"": 48, ""end_span"": 83, ""type"": ""Gene/Protein""}, {""token"": ""small GTP - binding proteins"", ""start_span"": 88, ""end_span"": 116, ""type"": ""Gene/Protein""}, {""token"": ""Ras"", ""start_span"": 208, ""end_span"": 211, ""type"": ""Gene/Protein""}, {""token"": ""Rho family"", ""start_span"": 216, ""end_span"": 226, ""type"": ""Gene/Protein""}, {""token"": ""GTPases"", ""start_span"": 230, ""end_span"": 237, ""type"": ""Gene/Protein""}, {""token"": ""MAPK"", ""start_span"": 270, ""end_span"": 274, ""type"": ""Gene/Protein""}, {""token"": ""JNK"", ""start_span"": 278, ""end_span"": 281, ""type"": ""Gene/Protein""}, {""token"": ""Vav"", ""start_span"": 315, ""end_span"": 318, ""type"": ""Gene/Protein""}]"
Cyclin A expression is repressed in quiescent cells by E2F acting in conjunction with its pocket protein partners Rb, p107, and p130; however, v - Jun overrides this control, causing phosphorylated Rb and proliferation - specific E2F - p107 complexes to persist after mitogen withdrawal.	"Cyclin A	0	8	Gene/Protein"	"E2F	55	58	Gene/Protein"	"Rb	114	116	Gene/Protein"	"p107	118	122	Gene/Protein"	"p130	128	132	Gene/Protein"	"v - Jun	143	150	Gene/Protein"	"Rb	198	200	Gene/Protein"	"E2F	230	233	Gene/Protein"	"p107	236	240	Gene/Protein"	"[{""token"": ""Cyclin A"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Gene/Protein""}, {""token"": ""E2F"", ""start_span"": 55, ""end_span"": 58, ""type"": ""Gene/Protein""}, {""token"": ""Rb"", ""start_span"": 114, ""end_span"": 116, ""type"": ""Gene/Protein""}, {""token"": ""p107"", ""start_span"": 118, ""end_span"": 122, ""type"": ""Gene/Protein""}, {""token"": ""p130"", ""start_span"": 128, ""end_span"": 132, ""type"": ""Gene/Protein""}, {""token"": ""v - Jun"", ""start_span"": 143, ""end_span"": 150, ""type"": ""Gene/Protein""}, {""token"": ""Rb"", ""start_span"": 198, ""end_span"": 200, ""type"": ""Gene/Protein""}, {""token"": ""E2F"", ""start_span"": 230, ""end_span"": 233, ""type"": ""Gene/Protein""}, {""token"": ""p107"", ""start_span"": 236, ""end_span"": 240, ""type"": ""Gene/Protein""}]"
We show that CBF - A and CBF - C interact with each other to form a CBF - A - CBF - C complex and that CBF - B does not interact with CBF - A or CBF - C individually but that it associates with the CBF - A - CBF - C complex.	"CBF - A	13	20	Gene/Protein"	"CBF - C	25	32	Gene/Protein"	"CBF - A	68	75	Gene/Protein"	"CBF - C	78	85	Gene/Protein"	"CBF - B	103	110	Gene/Protein"	"CBF - A	134	141	Gene/Protein"	"CBF - C	145	152	Gene/Protein"	"CBF - A	198	205	Gene/Protein"	"CBF - C	208	215	Gene/Protein"	"[{""token"": ""CBF - A"", ""start_span"": 13, ""end_span"": 20, ""type"": ""Gene/Protein""}, {""token"": ""CBF - C"", ""start_span"": 25, ""end_span"": 32, ""type"": ""Gene/Protein""}, {""token"": ""CBF - A"", ""start_span"": 68, ""end_span"": 75, ""type"": ""Gene/Protein""}, {""token"": ""CBF - C"", ""start_span"": 78, ""end_span"": 85, ""type"": ""Gene/Protein""}, {""token"": ""CBF - B"", ""start_span"": 103, ""end_span"": 110, ""type"": ""Gene/Protein""}, {""token"": ""CBF - A"", ""start_span"": 134, ""end_span"": 141, ""type"": ""Gene/Protein""}, {""token"": ""CBF - C"", ""start_span"": 145, ""end_span"": 152, ""type"": ""Gene/Protein""}, {""token"": ""CBF - A"", ""start_span"": 198, ""end_span"": 205, ""type"": ""Gene/Protein""}, {""token"": ""CBF - C"", ""start_span"": 208, ""end_span"": 215, ""type"": ""Gene/Protein""}]"
This protein, designated p532 based on its predicted molecular weight ( EMBO J 15: 5738, 1996), contains multiple structural domains including two regions of seven internal repeats highly related to the cell cycle regulator RCC1, a guanine nucleotide exchange factor for the small GTP - binding protein Ran, seven beta - repeat domains characteristic of the beta subunit of heterotrimeric G proteins, three putative SH3 binding sites, a putative leucine - zipper and a carboxy - terminal HECT domain characteristic of E3 ubiquitin - protein ligases.	"p532	25	29	Gene/Protein"	"RCC1	224	228	Gene/Protein"	"guanine nucleotide exchange factor	232	266	Gene/Protein"	"small GTP - binding protein	275	302	Gene/Protein"	"Ran	303	306	Gene/Protein"	"heterotrimeric G proteins	374	399	Gene/Protein"	"SH3 binding sites	416	433	Gene/Protein"	"carboxy - terminal HECT domain	469	499	Gene/Protein"	"E3 ubiquitin - protein ligases	518	548	Gene/Protein"	"[{""token"": ""p532"", ""start_span"": 25, ""end_span"": 29, ""type"": ""Gene/Protein""}, {""token"": ""RCC1"", ""start_span"": 224, ""end_span"": 228, ""type"": ""Gene/Protein""}, {""token"": ""guanine nucleotide exchange factor"", ""start_span"": 232, ""end_span"": 266, ""type"": ""Gene/Protein""}, {""token"": ""small GTP - binding protein"", ""start_span"": 275, ""end_span"": 302, ""type"": ""Gene/Protein""}, {""token"": ""Ran"", ""start_span"": 303, ""end_span"": 306, ""type"": ""Gene/Protein""}, {""token"": ""heterotrimeric G proteins"", ""start_span"": 374, ""end_span"": 399, ""type"": ""Gene/Protein""}, {""token"": ""SH3 binding sites"", ""start_span"": 416, ""end_span"": 433, ""type"": ""Gene/Protein""}, {""token"": ""carboxy - terminal HECT domain"", ""start_span"": 469, ""end_span"": 499, ""type"": ""Gene/Protein""}, {""token"": ""E3 ubiquitin - protein ligases"", ""start_span"": 518, ""end_span"": 548, ""type"": ""Gene/Protein""}]"
To investigate the effects of isotretinoin on HDL, we measured HDL - C, HDL phospholipids ( HDL - PL), apoprotein A1 ( apo A - 1), and HDL - C subfractions ( HDL2 - C and HDL3 - C) in 24 healthy, male patients receiving a 16 - week course of isotretinoin ( 1. 0 mg / kg / day) for treatment of severe acne vulgaris.	"HDL	46	49	Gene/Protein"	"HDL - C	63	70	Gene/Protein"	"HDL	72	75	Gene/Protein"	"HDL - PL	92	100	Gene/Protein"	"apoprotein A1	103	116	Gene/Protein"	"apo A - 1	119	128	Gene/Protein"	"HDL - C	135	142	Gene/Protein"	"HDL2 - C	158	166	Gene/Protein"	"HDL3 - C	171	179	Gene/Protein"	"[{""token"": ""HDL"", ""start_span"": 46, ""end_span"": 49, ""type"": ""Gene/Protein""}, {""token"": ""HDL - C"", ""start_span"": 63, ""end_span"": 70, ""type"": ""Gene/Protein""}, {""token"": ""HDL"", ""start_span"": 72, ""end_span"": 75, ""type"": ""Gene/Protein""}, {""token"": ""HDL - PL"", ""start_span"": 92, ""end_span"": 100, ""type"": ""Gene/Protein""}, {""token"": ""apoprotein A1"", ""start_span"": 103, ""end_span"": 116, ""type"": ""Gene/Protein""}, {""token"": ""apo A - 1"", ""start_span"": 119, ""end_span"": 128, ""type"": ""Gene/Protein""}, {""token"": ""HDL - C"", ""start_span"": 135, ""end_span"": 142, ""type"": ""Gene/Protein""}, {""token"": ""HDL2 - C"", ""start_span"": 158, ""end_span"": 166, ""type"": ""Gene/Protein""}, {""token"": ""HDL3 - C"", ""start_span"": 171, ""end_span"": 179, ""type"": ""Gene/Protein""}]"
An endogenous mammalian regulator of this process, named Usurpin, has been identified ( aliases for Usurpin include CASH, Casper, CLARP, FLAME - 1, FLIP, I - FLICE and MRIT).	"Usurpin	57	64	Gene/Protein"	"Usurpin	100	107	Gene/Protein"	"CASH	116	120	Gene/Protein"	"Casper	122	128	Gene/Protein"	"CLARP	130	135	Gene/Protein"	"FLAME - 1	137	146	Gene/Protein"	"FLIP	148	152	Gene/Protein"	"I - FLICE	154	163	Gene/Protein"	"MRIT	168	172	Gene/Protein"	"[{""token"": ""Usurpin"", ""start_span"": 57, ""end_span"": 64, ""type"": ""Gene/Protein""}, {""token"": ""Usurpin"", ""start_span"": 100, ""end_span"": 107, ""type"": ""Gene/Protein""}, {""token"": ""CASH"", ""start_span"": 116, ""end_span"": 120, ""type"": ""Gene/Protein""}, {""token"": ""Casper"", ""start_span"": 122, ""end_span"": 128, ""type"": ""Gene/Protein""}, {""token"": ""CLARP"", ""start_span"": 130, ""end_span"": 135, ""type"": ""Gene/Protein""}, {""token"": ""FLAME - 1"", ""start_span"": 137, ""end_span"": 146, ""type"": ""Gene/Protein""}, {""token"": ""FLIP"", ""start_span"": 148, ""end_span"": 152, ""type"": ""Gene/Protein""}, {""token"": ""I - FLICE"", ""start_span"": 154, ""end_span"": 163, ""type"": ""Gene/Protein""}, {""token"": ""MRIT"", ""start_span"": 168, ""end_span"": 172, ""type"": ""Gene/Protein""}]"
Stress - inducible protein kinases capable of activating c - jun expression include stress - activated protein kinase / c - Jun N - terminal protein kinase ( SAPK / JNK) and p38 members of the mitogen - activated protein kinase ( MAPK) superfamily of signaling molecules.	"Stress - inducible protein kinases	0	34	Gene/Protein"	"c - jun	57	64	Gene/Protein"	"stress - activated protein kinase	84	117	Gene/Protein"	"c - Jun N - terminal protein kinase	120	155	Gene/Protein"	"SAPK	158	162	Gene/Protein"	"JNK	165	168	Gene/Protein"	"p38	174	177	Gene/Protein"	"mitogen - activated protein kinase	193	227	Gene/Protein"	"MAPK	230	234	Gene/Protein"	"[{""token"": ""Stress - inducible protein kinases"", ""start_span"": 0, ""end_span"": 34, ""type"": ""Gene/Protein""}, {""token"": ""c - jun"", ""start_span"": 57, ""end_span"": 64, ""type"": ""Gene/Protein""}, {""token"": ""stress - activated protein kinase"", ""start_span"": 84, ""end_span"": 117, ""type"": ""Gene/Protein""}, {""token"": ""c - Jun N - terminal protein kinase"", ""start_span"": 120, ""end_span"": 155, ""type"": ""Gene/Protein""}, {""token"": ""SAPK"", ""start_span"": 158, ""end_span"": 162, ""type"": ""Gene/Protein""}, {""token"": ""JNK"", ""start_span"": 165, ""end_span"": 168, ""type"": ""Gene/Protein""}, {""token"": ""p38"", ""start_span"": 174, ""end_span"": 177, ""type"": ""Gene/Protein""}, {""token"": ""mitogen - activated protein kinase"", ""start_span"": 193, ""end_span"": 227, ""type"": ""Gene/Protein""}, {""token"": ""MAPK"", ""start_span"": 230, ""end_span"": 234, ""type"": ""Gene/Protein""}]"
Gtx mRNA accumulates in parallel with the RNAs encoding the major structural proteins of myelin, myelin basic protein ( MBP), and proteolipid protein ( PLP) during postnatal brain development; Gtx mRNA decreases in parallel with MBP and PLP mRNAs in the brains of myelin - deficient rats, which have a point mutation in the PLP gene.	"Gtx mRNA	0	8	Gene/Protein"	"myelin basic protein	97	117	Gene/Protein"	"MBP	120	123	Gene/Protein"	"proteolipid protein	130	149	Gene/Protein"	"PLP	152	155	Gene/Protein"	"Gtx mRNA	193	201	Gene/Protein"	"MBP	229	232	Gene/Protein"	"PLP mRNAs	237	246	Gene/Protein"	"PLP gene	324	332	Gene/Protein"	"[{""token"": ""Gtx mRNA"", ""start_span"": 0, ""end_span"": 8, ""type"": ""Gene/Protein""}, {""token"": ""myelin basic protein"", ""start_span"": 97, ""end_span"": 117, ""type"": ""Gene/Protein""}, {""token"": ""MBP"", ""start_span"": 120, ""end_span"": 123, ""type"": ""Gene/Protein""}, {""token"": ""proteolipid protein"", ""start_span"": 130, ""end_span"": 149, ""type"": ""Gene/Protein""}, {""token"": ""PLP"", ""start_span"": 152, ""end_span"": 155, ""type"": ""Gene/Protein""}, {""token"": ""Gtx mRNA"", ""start_span"": 193, ""end_span"": 201, ""type"": ""Gene/Protein""}, {""token"": ""MBP"", ""start_span"": 229, ""end_span"": 232, ""type"": ""Gene/Protein""}, {""token"": ""PLP mRNAs"", ""start_span"": 237, ""end_span"": 246, ""type"": ""Gene/Protein""}, {""token"": ""PLP gene"", ""start_span"": 324, ""end_span"": 332, ""type"": ""Gene/Protein""}]"
The growth factor receptor - bound protein 2 ( Grb2) adaptor when complexed with Sos ( Son of sevenless), the exchange factor of Ras, conveys the signal induced by tyrosine kinase - activated receptor to Ras by recruiting Sos to the membrane, allowing activation of Ras.	"growth factor receptor - bound protein 2	4	44	Gene/Protein"	"Grb2	47	51	Gene/Protein"	"Sos	81	84	Gene/Protein"	"Son of sevenless	87	103	Gene/Protein"	"Ras	129	132	Gene/Protein"	"tyrosine kinase - activated receptor	164	200	Gene/Protein"	"Ras	204	207	Gene/Protein"	"Sos	222	225	Gene/Protein"	"Ras	266	269	Gene/Protein"	"[{""token"": ""growth factor receptor - bound protein 2"", ""start_span"": 4, ""end_span"": 44, ""type"": ""Gene/Protein""}, {""token"": ""Grb2"", ""start_span"": 47, ""end_span"": 51, ""type"": ""Gene/Protein""}, {""token"": ""Sos"", ""start_span"": 81, ""end_span"": 84, ""type"": ""Gene/Protein""}, {""token"": ""Son of sevenless"", ""start_span"": 87, ""end_span"": 103, ""type"": ""Gene/Protein""}, {""token"": ""Ras"", ""start_span"": 129, ""end_span"": 132, ""type"": ""Gene/Protein""}, {""token"": ""tyrosine kinase - activated receptor"", ""start_span"": 164, ""end_span"": 200, ""type"": ""Gene/Protein""}, {""token"": ""Ras"", ""start_span"": 204, ""end_span"": 207, ""type"": ""Gene/Protein""}, {""token"": ""Sos"", ""start_span"": 222, ""end_span"": 225, ""type"": ""Gene/Protein""}, {""token"": ""Ras"", ""start_span"": 266, ""end_span"": 269, ""type"": ""Gene/Protein""}]"
Similarly, curcumin ( diferuloylmethane), an anti - inflammatory agent, suppressed OSM - stimulated STAT1 phosphorylation, DNA - binding activity of STAT1, and c - Jun N - terminal kinase activation without affecting JAK1, JAK2, JAK3, ERK1 / 2, and p38 phosphorylation.	"OSM	83	86	Gene/Protein"	"STAT1	100	105	Gene/Protein"	"STAT1	149	154	Gene/Protein"	"c - Jun N - terminal kinase	160	187	Gene/Protein"	"JAK1	217	221	Gene/Protein"	"JAK2	223	227	Gene/Protein"	"JAK3	229	233	Gene/Protein"	"ERK1 / 2	235	243	Gene/Protein"	"p38	249	252	Gene/Protein"	"[{""token"": ""OSM"", ""start_span"": 83, ""end_span"": 86, ""type"": ""Gene/Protein""}, {""token"": ""STAT1"", ""start_span"": 100, ""end_span"": 105, ""type"": ""Gene/Protein""}, {""token"": ""STAT1"", ""start_span"": 149, ""end_span"": 154, ""type"": ""Gene/Protein""}, {""token"": ""c - Jun N - terminal kinase"", ""start_span"": 160, ""end_span"": 187, ""type"": ""Gene/Protein""}, {""token"": ""JAK1"", ""start_span"": 217, ""end_span"": 221, ""type"": ""Gene/Protein""}, {""token"": ""JAK2"", ""start_span"": 223, ""end_span"": 227, ""type"": ""Gene/Protein""}, {""token"": ""JAK3"", ""start_span"": 229, ""end_span"": 233, ""type"": ""Gene/Protein""}, {""token"": ""ERK1 / 2"", ""start_span"": 235, ""end_span"": 243, ""type"": ""Gene/Protein""}, {""token"": ""p38"", ""start_span"": 249, ""end_span"": 252, ""type"": ""Gene/Protein""}]"
These genes encode a tryptophanyl tRNA, the protein translocase component SecE, the antiterminator protein NusG, and the ribosomal proteins L11 and L1 in addition to PkwR, a putative regulatory protein of the LacI - GalR family.	"tryptophanyl tRNA	21	38	Gene/Protein"	"protein translocase	44	63	Gene/Protein"	"SecE	74	78	Gene/Protein"	"antiterminator protein NusG	84	111	Gene/Protein"	"L11	140	143	Gene/Protein"	"L1	148	150	Gene/Protein"	"PkwR	166	170	Gene/Protein"	"LacI	209	213	Gene/Protein"	"GalR	216	220	Gene/Protein"	"[{""token"": ""tryptophanyl tRNA"", ""start_span"": 21, ""end_span"": 38, ""type"": ""Gene/Protein""}, {""token"": ""protein translocase"", ""start_span"": 44, ""end_span"": 63, ""type"": ""Gene/Protein""}, {""token"": ""SecE"", ""start_span"": 74, ""end_span"": 78, ""type"": ""Gene/Protein""}, {""token"": ""antiterminator protein NusG"", ""start_span"": 84, ""end_span"": 111, ""type"": ""Gene/Protein""}, {""token"": ""L11"", ""start_span"": 140, ""end_span"": 143, ""type"": ""Gene/Protein""}, {""token"": ""L1"", ""start_span"": 148, ""end_span"": 150, ""type"": ""Gene/Protein""}, {""token"": ""PkwR"", ""start_span"": 166, ""end_span"": 170, ""type"": ""Gene/Protein""}, {""token"": ""LacI"", ""start_span"": 209, ""end_span"": 213, ""type"": ""Gene/Protein""}, {""token"": ""GalR"", ""start_span"": 216, ""end_span"": 220, ""type"": ""Gene/Protein""}]"
In addition, using biochemical activity assays for Rho - like GTPases, we show that the expression of beta1A, beta1D, or IL2R - beta1A in GE11 or GD25 cells triggers activation of both RhoA and Rac1, but not of Cdc42.	"Rho	51	54	Gene/Protein"	"GTPases	62	69	Gene/Protein"	"beta1A	102	108	Gene/Protein"	"beta1D	110	116	Gene/Protein"	"IL2R	121	125	Gene/Protein"	"beta1A	128	134	Gene/Protein"	"RhoA	185	189	Gene/Protein"	"Rac1	194	198	Gene/Protein"	"Cdc42	211	216	Gene/Protein"	"[{""token"": ""Rho"", ""start_span"": 51, ""end_span"": 54, ""type"": ""Gene/Protein""}, {""token"": ""GTPases"", ""start_span"": 62, ""end_span"": 69, ""type"": ""Gene/Protein""}, {""token"": ""beta1A"", ""start_span"": 102, ""end_span"": 108, ""type"": ""Gene/Protein""}, {""token"": ""beta1D"", ""start_span"": 110, ""end_span"": 116, ""type"": ""Gene/Protein""}, {""token"": ""IL2R"", ""start_span"": 121, ""end_span"": 125, ""type"": ""Gene/Protein""}, {""token"": ""beta1A"", ""start_span"": 128, ""end_span"": 134, ""type"": ""Gene/Protein""}, {""token"": ""RhoA"", ""start_span"": 185, ""end_span"": 189, ""type"": ""Gene/Protein""}, {""token"": ""Rac1"", ""start_span"": 194, ""end_span"": 198, ""type"": ""Gene/Protein""}, {""token"": ""Cdc42"", ""start_span"": 211, ""end_span"": 216, ""type"": ""Gene/Protein""}]"
In addition, all three Opa proteins of C751 bind equally well to HeLa cells transfected with cDNA encoding the carcinoembryonic antigen [ CEA ( CD66e)] subgroup of the CD66 family, but show distinct tropism for CGM1 - ( CD66d) and NCA ( CD66c) - expressing cells.	"Opa proteins	23	35	Gene/Protein"	"carcinoembryonic antigen	111	135	Gene/Protein"	"CEA	138	141	Gene/Protein"	"CD66e	144	149	Gene/Protein"	"CD66 family	168	179	Gene/Protein"	"CGM1	211	215	Gene/Protein"	"CD66d	220	225	Gene/Protein"	"NCA	231	234	Gene/Protein"	"CD66c	237	242	Gene/Protein"	"[{""token"": ""Opa proteins"", ""start_span"": 23, ""end_span"": 35, ""type"": ""Gene/Protein""}, {""token"": ""carcinoembryonic antigen"", ""start_span"": 111, ""end_span"": 135, ""type"": ""Gene/Protein""}, {""token"": ""CEA"", ""start_span"": 138, ""end_span"": 141, ""type"": ""Gene/Protein""}, {""token"": ""CD66e"", ""start_span"": 144, ""end_span"": 149, ""type"": ""Gene/Protein""}, {""token"": ""CD66 family"", ""start_span"": 168, ""end_span"": 179, ""type"": ""Gene/Protein""}, {""token"": ""CGM1"", ""start_span"": 211, ""end_span"": 215, ""type"": ""Gene/Protein""}, {""token"": ""CD66d"", ""start_span"": 220, ""end_span"": 225, ""type"": ""Gene/Protein""}, {""token"": ""NCA"", ""start_span"": 231, ""end_span"": 234, ""type"": ""Gene/Protein""}, {""token"": ""CD66c"", ""start_span"": 237, ""end_span"": 242, ""type"": ""Gene/Protein""}]"
Although the binding of IE2 86 to nonphosphorylated full - length CREB or deltaCREB is minimal, IE2 86 does form complexes with p300 and the CREB - binding protein ( CBP), which in turn bind to CREB and can serve as adaptor proteins for CREB function.	"IE2 86	24	30	Gene/Protein"	"full - length CREB	52	70	Gene/Protein"	"deltaCREB	74	83	Gene/Protein"	"IE2 86	96	102	Gene/Protein"	"p300	128	132	Gene/Protein"	"CREB - binding protein	141	163	Gene/Protein"	"CBP	166	169	Gene/Protein"	"CREB	194	198	Gene/Protein"	"CREB	237	241	Gene/Protein"	"[{""token"": ""IE2 86"", ""start_span"": 24, ""end_span"": 30, ""type"": ""Gene/Protein""}, {""token"": ""full - length CREB"", ""start_span"": 52, ""end_span"": 70, ""type"": ""Gene/Protein""}, {""token"": ""deltaCREB"", ""start_span"": 74, ""end_span"": 83, ""type"": ""Gene/Protein""}, {""token"": ""IE2 86"", ""start_span"": 96, ""end_span"": 102, ""type"": ""Gene/Protein""}, {""token"": ""p300"", ""start_span"": 128, ""end_span"": 132, ""type"": ""Gene/Protein""}, {""token"": ""CREB - binding protein"", ""start_span"": 141, ""end_span"": 163, ""type"": ""Gene/Protein""}, {""token"": ""CBP"", ""start_span"": 166, ""end_span"": 169, ""type"": ""Gene/Protein""}, {""token"": ""CREB"", ""start_span"": 194, ""end_span"": 198, ""type"": ""Gene/Protein""}, {""token"": ""CREB"", ""start_span"": 237, ""end_span"": 241, ""type"": ""Gene/Protein""}]"
